Testrun,Q_num,Q_part,Resp_num,Resp_part,Q_speaker,Q_text,Q_survey,Resp_speaker,Resp_text,Resp_survey,Resp_json,Resp_stance,Resp_ranking,Q_context
2September2021,3,26,1,27,,"With high casualties, both civilian and military, millions of people displace, trillions spent in no post-invasion stability, what was the war in Afghanistan actually for?","With high casualties, both civilian and military, millions of people displace, trillions spent in no post-invasion stability, what was the war in Afghanistan actually for?",Mehdi Hasan,"I would urge everyone watching to go to the Washington Post website and read the Afghanistan Papers, thousands of notes and memos, 400 officials, talking about how they knew this war was not winnable, they knew the country was falling apart, they knew the Taliban were stronger.","I would urge everyone watching to go to the Washington Post website and read the Afghanistan Papers, thousands of notes and memos, 400 officials, talking about how they knew this war was not winnable, they knew the country was falling apart, they knew the Taliban were stronger.",['32_168690621835226507'],Same,3,
2September2021,3,26,2,28,,"With high casualties, both civilian and military, millions of people displace, trillions spent in no post-invasion stability, what was the war in Afghanistan actually for?","With high casualties, both civilian and military, millions of people displace, trillions spent in no post-invasion stability, what was the war in Afghanistan actually for?",AudienceMember 20210902QT28,"I think at the time we knew we were not there to make a radical change to the situation in Afghanistan, but I think we could all hold our heads up high and say that we were seeing green shoots emerging, be that women's education, be that people in Afghanistan being able to live a peaceful and secure, and prosperous life. With the recent events, which I don't think have particularly come as a shock to anyone, those green shoots are now stone dead.","I think at the time we knew we were not there to make a radical change to the situation in Afghanistan, but I think we could all hold our heads up high and say that we were seeing green shoots emerging, be that women's education, be that people in Afghanistan being able to live a peaceful and secure, and prosperous life. With the recent events, which I don't think have particularly come as a shock to anyone, those green shoots are now stone dead.","['14_168690622803257524', '21_168690622803257524', '28_168690622803257524', '39_168690622803257524', '50_168690622803257524', '57_168690622803257524']",Same,1,
2September2021,3,26,3,"29, 30",,"With high casualties, both civilian and military, millions of people displace, trillions spent in no post-invasion stability, what was the war in Afghanistan actually for?","With high casualties, both civilian and military, millions of people displace, trillions spent in no post-invasion stability, what was the war in Afghanistan actually for?",James Cleverly,"we, just as all the countries that contributed troops to Afghanistan, we've lost some of our brightest and best people, and that is obviously a huge sadness, and something of huge regret.  We will of course - we will of course need to look at all the phases of this operation, so there has been an inquiry in terms of the rationale around the original deployment.","We, just as all the countries that contributed troops to Afghanistan, we've lost some of our brightest and best people, and that is obviously a huge sadness, and something of huge regret.  We will of course - we will of course need to look at all the phases of this operation, so there has been an inquiry in terms of the rationale around the original deployment.",,Same,4,
2September2021,3,26,4,33,,"With high casualties, both civilian and military, millions of people displace, trillions spent in no post-invasion stability, what was the war in Afghanistan actually for?","With high casualties, both civilian and military, millions of people displace, trillions spent in no post-invasion stability, what was the war in Afghanistan actually for?",Nelufar Hedayat,"The war in Afghanistan was fought to some degree for the children that I met when I was working at Newsround, and I got the opportunity to go back and make a film about the kids of Kabul. And I went to a place called Skater Stan, and I met young girls wearing their traditional Afghan clothes going up and down these huge skatepark that they had built because the war in Afghanistan gave a generation hope. That is what it gave.","The war in Afghanistan was fought to some degree for the children that I met when I was working at Newsround, and I got the opportunity to go back and make a film about the kids of Kabul. And I went to a place called Skater Stan, and I met young girls wearing their traditional Afghan clothes going up and down these huge skatepark that they had built because the war in Afghanistan gave a generation hope. That is what it gave.","['2_168690627639142078', '7_168690627639142078', '12_168690627639142078', '21_168690627639142078', '26_168690627639142078']",Same,2,
2September2021,3,26,5,35,,"With high casualties, both civilian and military, millions of people displace, trillions spent in no post-invasion stability, what was the war in Afghanistan actually for?","With high casualties, both civilian and military, millions of people displace, trillions spent in no post-invasion stability, what was the war in Afghanistan actually for?",Lisa Nandy,"It's impossible to look at the situation that is unfolding in front of our eyes and think this is anything other than a catastrophe. Having said that, those mistakes that have been made, the very many mistakes, including the failure to plan for what came next after our exit strategy, which we have raised repeatedly in the House of Commons, and with ministers over recent months, those failures were political and strategic.","It's impossible to look at the situation that is unfolding in front of our eyes and think this is anything other than a catastrophe. Having said that, those mistakes that have been made, the very many mistakes, including the failure to plan for what came next after our exit strategy, which we have raised repeatedly in the House of Commons, and with ministers over recent months, those failures were political and strategic.","['15_168690629580332557', '22_168690629580332557', '29_168690629580332557', '38_168690629580332557', '47_168690629580332557']",Same,5,
2September2021,4,36,1,37,AudienceMember 20210902QT37,"As Kabul fell, the Prime Minister said nobody wants to see wants to see Afghanistan become a breeding ground for terror. In truth, won't the situation in Afghanistan now mean members of the public here in the UK are more at risk of terrorism and extremist acts?","As Kabul fell, the Prime Minister said nobody wants to see Afghanistan become a breeding ground for terror. In truth, won't the situation in Afghanistan now mean members of the public here in the UK are more at risk of terrorism and extremist acts?",James Cleverly,"Well, there is of course that risk. This is why the UK's position had always been that we withdrew when certain conditions had been met, rather than to a specific date or timeline. We are going to have to work very, very closely. We're going to have to work closely with countries in the immediate vicinity around Afghanistan, and some of those countries are countries that we have a very difficult set of relationships with, including Iran, for example. ","Well, there is of course that risk. This is why the UK's position had always been that we withdrew when certain conditions had been met, rather than to a specific date or timeline. We are going to have to work very, very closely. We're going to have to work closely with countries in the immediate vicinity around Afghanistan, and some of those countries are countries that we have a very difficult set of relationships with, including Iran, for example. ","['2_168690631526470334', '7_168690631526470334', '18_168690631526470334', '23_168690631526470334', '36_168690631526470334']",Same,3,
2September2021,4,36,2,37,AudienceMember 20210902QT37,"As Kabul fell, the Prime Minister said nobody wants to see wants to see Afghanistan become a breeding ground for terror. In truth, won't the situation in Afghanistan now mean members of the public here in the UK are more at risk of terrorism and extremist acts?","As Kabul fell, the Prime Minister said nobody wants to see Afghanistan become a breeding ground for terror. In truth, won't the situation in Afghanistan now mean members of the public here in the UK are more at risk of terrorism and extremist acts?",James Cleverly,"we are absolutely committed to make sure that we put in that diplomatic work in Afghanistan, and we are deeply, deeply suspicious of the promises made by the Taliban, both in Doha and most recently, but we will judge them on their actions rather than their words, and we will work with the countries in the region, both the immediate neighbours and those in the near vicinity, who also have a vested interest in Afghanistan not returning to terrorism.","We are absolutely committed to make sure that we put in that diplomatic work in Afghanistan, and we are deeply, deeply suspicious of the promises made by the Taliban, both in Doha and most recently, but we will judge them on their actions rather than their words, and we will work with the countries in the region, both the immediate neighbours and those in the near vicinity, who also have a vested interest in Afghanistan not returning to terrorism.","['79_168690631526470334', '90_168690631526470334', '97_168690631526470334', '111_168690631526470334']",Same,2,
2September2021,4,36,3,38,AudienceMember 20210902QT38,"As Kabul fell, the Prime Minister said nobody wants to see wants to see Afghanistan become a breeding ground for terror. In truth, won't the situation in Afghanistan now mean members of the public here in the UK are more at risk of terrorism and extremist acts?","As Kabul fell, the Prime Minister said nobody wants to see Afghanistan become a breeding ground for terror. In truth, won't the situation in Afghanistan now mean members of the public here in the UK are more at risk of terrorism and extremist acts?",Rory Stewart,"We're less secure. This is an immense victory for Jihadists, coming before the anniversary of 9/11, and we gave it to them - totally unnecessary, light presence, and we decided to hand this enormous victory to the Jihadists.","We're less secure. This is an immense victory for Jihadists, coming before the anniversary of 9/11, and we gave it to them - totally unnecessary, light presence, and we decided to hand this enormous victory to the Jihadists.","['21_168690632492765980', '32_168690632492765980', '37_168690632492765980', '42_168690632492765980']",Same,5,
2September2021,4,36,4,38,AudienceMember 20210902QT39,"As Kabul fell, the Prime Minister said nobody wants to see wants to see Afghanistan become a breeding ground for terror. In truth, won't the situation in Afghanistan now mean members of the public here in the UK are more at risk of terrorism and extremist acts?","As Kabul fell, the Prime Minister said nobody wants to see Afghanistan become a breeding ground for terror. In truth, won't the situation in Afghanistan now mean members of the public here in the UK are more at risk of terrorism and extremist acts?",Lisa Nandy,"I agree with Rory that we are far less secure than we were even on Saturday, and that is a real problem. And I was surprised today in the House of Commons, when the Prime Minister made quite a lengthy statement to the House about our strategy, that this only warranted two sentences in his reply. It ought to be a priority.","I agree with Rory that we are far less secure than we were even on Saturday, and that is a real problem. And I was surprised today in the House of Commons, when the Prime Minister made quite a lengthy statement to the House about our strategy, that this only warranted two sentences in his reply. It ought to be a priority.","['93_168690632492765980', '106_168690632492765980', '113_168690632492765980']",Same,4,
2September2021,4,36,5,40,AudienceMember 20210902QT40,"As Kabul fell, the Prime Minister said nobody wants to see wants to see Afghanistan become a breeding ground for terror. In truth, won't the situation in Afghanistan now mean members of the public here in the UK are more at risk of terrorism and extremist acts?","As Kabul fell, the Prime Minister said nobody wants to see Afghanistan become a breeding ground for terror. In truth, won't the situation in Afghanistan now mean members of the public here in the UK are more at risk of terrorism and extremist acts?",Mehdi Hasan,"In the first year of 2019, first six months, the US allies killed more people than the Taliban. That is a shocking statistic. We killed more civilians than the Taliban. That does not act as a recruitment arrangement for terrorist groups? That doesn't embolden terrorism sitting in a Muslim country for 20 years, killing civilians intentionally or unintentionally? All the war on terror has given us is more war and more terror, and we need to change tack and stop indefinite occupations.","In the year of 2019, first six months, the US allies killed more people than the Taliban. That is a shocking statistic. We killed more civilians than the Taliban. That does not act as a recruitment arrangement for terrorist groups? That doesn't embolden terrorism sitting in a Muslim country for 20 years, killing civilians intentionally or unintentionally? All the war on terror has given us is more war and more terror, and we need to change tack and stop indefinite occupations.","['169_168690634421616721', '181_168690634421616721', '193_168690634421616721', '204_168690634421616721', '211_168690634421616721', '218_168690634421616721']",Same,1,
19August2021,1,1,1,1,AudienceMember 20210819QT02,Was the UK government right to send Royal Navy ships to Jersey amid tensions with French fisherman?,Was the UK government right to send Royal Navy ships to Jersey amid tensions with French fisherman?,John Bercow,"No, it's an absurd act. Jingoistic sabre-rattling. If you tell me the despatch of those ships and the fact of election day today are unrelated, I can only say that you will believe anything. It is juvenile, it is downmarket, it is not constructive, it doesn't advance the cause of the arguments that need to be resolved.","No, it's an absurd act. Jingoistic sabre-rattling. If you tell me the despatch of those ships and the fact of election day today are unrelated, I can only say that you will believe anything. It is juvenile, it is downmarket, it is not constructive, it doesn't advance the cause of the arguments that need to be resolved.","['12_168690862999345623', '23_168690862999345623', '32_168690862999345623', '44_168690862999345623', '51_168690862999345623', '65_168690862999345623', '81_168690862999345623', '92_168690862999345623', '103_168690862999345623']",Same,5,
19August2021,1,1,2,2,AudienceMember 20210819QT03,Was the UK government right to send Royal Navy ships to Jersey amid tensions with French fisherman?,Was the UK government right to send Royal Navy ships to Jersey amid tensions with French fisherman?,Robert Jenrick,"We have made clear to the French ministers, who said unwise comments, that we will stand with the people of Jersey. But John is right in the sense this issue now needs to be resolved by diplomacy, by the chief minister and the minister of Jersey with the support of the UK government working with counterparts in France and the European Union.","We have made clear to the French ministers, who said unwise comments, that we will stand with the people of Jersey. But John is right in the sense this issue now needs to be resolved by diplomacy, by the chief minister and the minister of Jersey with the support of the UK government working with counterparts in France and the European Union.","['50_168690863980523937', '57_168690863980523937']",Same,3,
19August2021,1,1,3,3,AudienceMember 20210819QT03,Was the UK government right to send Royal Navy ships to Jersey amid tensions with French fisherman?,Was the UK government right to send Royal Navy ships to Jersey amid tensions with French fisherman?,Robert Jenrick,There is an agreement which covers this issue. It allows Jersey to regulate fishing within its waters and enables them to have a licencing agreement. There seems to be some disagreement about the precise details of that. That needs to be worked through in the usual way.,There is an agreement which covers this issue. It allows Jersey to regulate fishing within its waters and enables them to have a licencing agreement. There seems to be some disagreement about the precise details of that. That needs to be worked through in the usual way.,"['2_168690864936297838', '7_168690864936297838', '12_168690864936297838', '17_168690864936297838']",Same,2,
19August2021,1,1,4,6,AudienceMember 20210819QT04,Was the UK government right to send Royal Navy ships to Jersey amid tensions with French fisherman?,Was the UK government right to send Royal Navy ships to Jersey amid tensions with French fisherman?,AudienceMember 20210819QT02,"We don't have many details and it will probably be a while until we get them, but from -- it's obviously a failure of diplomacy. It is a terrible tragedy that we're not getting on well at all with our next door neighbours and we've already had to bring the dogs out to face each other off.","We don't have many details and it will probably be a while until we get them, but from -- it's obviously a failure of diplomacy. It is a terrible tragedy that we're not getting on well at all with our next door neighbours and we've already had to bring the dogs out to face each other off.","['7_168690867800033988', '14_168690867800033988', '21_168690867800033988', '197_168690867800033988', '202_168690867800033988']",Same,4,
19August2021,1,1,5,6,AudienceMember 20210819QT05,Was the UK government right to send Royal Navy ships to Jersey amid tensions with French fisherman?,Was the UK government right to send Royal Navy ships to Jersey amid tensions with French fisherman?,AudienceMember 20210819QT03,The French are not very proportionate either. They were talking about cutting power off. That's not diplomatic either. We do need to learn to talk. I think that's been the biggest problem with Brexit as well. We clash too much. We've got to learn to start talking to our neighbours again. We have to get on with them.,The French are not very proportionate either. They were talking about cutting power off. That's not diplomatic either. We do need to learn to talk. I think that's been the biggest problem with Brexit as well. We clash too much. We've got to learn to start talking to our neighbours again. We have to get on with them.,"['28_168690867800033988', '35_168690867800033988', '42_168690867800033988', '49_168690867800033988', '56_168690867800033988', '63_168690867800033988', '70_168690867800033988', '85_168690867800033988']",Different,1,
19August2021,1,1,6,6,AudienceMember 20210819QT06,Was the UK government right to send Royal Navy ships to Jersey amid tensions with French fisherman?,Was the UK government right to send Royal Navy ships to Jersey amid tensions with French fisherman?,AudienceMember 20210819QT04,"Turn the question around. What on Earth gave the French the right to suddenly start blockading a British port? The only mistake the Royal Navy made was not sinking the ships in the first place. It is a disgusting thing to have done. To try to justify it by saying we should have been diplomatic, where were they?","Turn the question around. What on Earth gave the French the right to suddenly start blockading a British port? The only mistake the Royal Navy made was not sinking the ships in the first place. It is a disgusting thing to have done. To try to justify it by saying we should have been diplomatic, where were they?","['92_168690867800033988', '99_168690867800033988', '106_168690867800033988', '113_168690867800033988', '120_168690867800033988', '127_168690867800033988']",Different,2,
19August2021,1,1,7,7,AudienceMember 20210819QT08,Was the UK government right to send Royal Navy ships to Jersey amid tensions with French fisherman?,Was the UK government right to send Royal Navy ships to Jersey amid tensions with French fisherman?,Hugh Osmond,"It is a failure of diplomacy on both sides. It should have been dealt with diplomatically. Who was to blame for sending ships where, it is very difficult to say. Clearly the French behaved badly, whether our response was proportionate, it is difficult to say. It should have been dealt with a long time before it got to the situation of sending out gun boats.","It is a failure of diplomacy on both sides. It should have been dealt with diplomatically. Who was to blame for sending ships where, it is very difficult to say. Clearly the French behaved badly, whether our response was proportionate, it is difficult to say. It should have been dealt with a long time before it got to the situation of sending out gun boats.","['42_168690868754946980', '47_168690868754946980', '52_168690868754946980', '57_168690868754946980', '62_168690868754946980', '67_168690868754946980']",Same,1,
19August2021,1,1,8,8,AudienceMember 20210819QT09,Was the UK government right to send Royal Navy ships to Jersey amid tensions with French fisherman?,Was the UK government right to send Royal Navy ships to Jersey amid tensions with French fisherman?,AudienceMember 20210819QT05,"it is just typical French, if they are unhappy about anything they do a blockade for everything. It is just typical of their national -- of stamping their feet and usually getting things sorted. But, no, I think that the French were completely wrong. They were well out of order, and they need to get their own act sorted. They need to do the paperwork and, you know, they can't complain to anybody if they are late.","It is just typical French, if they are unhappy about anything they do a blockade for everything. It is just typical of their national -- of stamping their feet and usually getting things sorted. But, no, I think that the French were completely wrong. They were well out of order, and they need to get their own act sorted. They need to do the paperwork and, you know, they can't complain to anybody if they are late.","['93_168690869707321757', '102_168690869707321757', '107_168690869707321757', '116_168690869707321757', '123_168690869707321757', '130_168690869707321757', '137_168690869707321757', '142_168690869707321757']",Different,3,
19August2021,1,1,9,9,,Was the UK government right to send Royal Navy ships to Jersey amid tensions with French fisherman?,Was the UK government right to send Royal Navy ships to Jersey amid tensions with French fisherman?,Deborah Frances-White,"I wish Boris Johnson would stop getting up in the morning and saying: How can I be Churchill today? It is childish. I think the public of both countries would like both leaders to be grown up. We're not children -- well, we're not children. I think sometimes that's their first response. It is disappointing to the public. It is disappointing to everybody here.","I wish Boris Johnson would stop getting up in the morning and saying: How can I be Churchill today? It is childish. I think the public of both countries would like both leaders to be grown up. We're not children -- well, we're not children. I think sometimes that's their first response. It is disappointing to the public. It is disappointing to everybody here.","['52_168690870663446097', '63_168690870663446097', '74_168690870663446097', '85_168690870663446097', '91_168690870663446097', '98_168690870663446097', '105_168690870663446097', '276_168690870663446097']",Same,6,
19August2021,2,12,1,12,AudienceMember 20210819QT07,Would a Labour defeat in Hartlepool and elsewhere in the red wall areas mean curtains for Keir?,Would a Labour defeat in Hartlepool and elsewhere in the red wall areas mean curtains for Keir Starmer?,Thangam Debbonaire,"There are a load of results going to be taking place over the next few days. We have worked hard. I think it beho listen very carefully to what the voters are saying. Whatever they say, whatever we get to at the end, which is not clear yet, I think it is important that people have moved away from the disaster that was the 2019 General Election.","There are a load of results going to be taking place over the next few days. We have worked hard. I think we have to listen very carefully to what the voters are saying. Whatever they say, whatever we get to at the end, which is not clear yet, I think it is important that people have moved away from the disaster that was the 2019 General Election.","['93_168690873619924936', '98_168690873619924936', '103_168690873619924936', '108_168690873619924936']",Same,1,
19August2021,2,12,2,12,AudienceMember 20210819QT08,Would a Labour defeat in Hartlepool and elsewhere in the red wall areas mean curtains for Keir?,Would a Labour defeat in Hartlepool and elsewhere in the red wall areas mean curtains for Keir Starmer?,Hugh Osmond,"I think in a democracy every government needs a strong opposition. That's good for democracy. We have not got a strong opposition at the moment. I think that is a disaster. I, myself, I don't know what Labour stands for at the moment. It certainly doesn't seem to stand for standing up for the young, hard-working people who have been most affected by lockdown and the underprivileged voter base.","I think in a democracy every government needs a strong opposition. That's good for democracy. We have not got a strong opposition at the moment. I think that is a disaster. I, myself, I don't know what Labour stands for at the moment. It certainly doesn't seem to stand for standing up for the young, hard-working people who have been most affected by lockdown and the underprivileged voter base.","['118_168690873619924936', '123_168690873619924936', '128_168690873619924936', '133_168690873619924936', '138_168690873619924936', '143_168690873619924936']",Same,4,
19August2021,2,12,3,14,AudienceMember 20210819QT09,Would a Labour defeat in Hartlepool and elsewhere in the red wall areas mean curtains for Keir?,Would a Labour defeat in Hartlepool and elsewhere in the red wall areas mean curtains for Keir Starmer?,AudienceMember 20210819QT11,"I think it has been clear over the last couple of years that the Labour Party has faced a battle for identity following Jeremy Corbyn's resignation, we have seen the Labour Party trying to reinvent themselves. As a young person I want to see Labour try to convince me, show me they stand for things, show me they are a party I can put my faith and trust in.","I think it has been clear over the last couple of years that the Labour Party has faced a battle for identity following Jeremy Corbyn's resignation, we have seen the Labour Party trying to reinvent themselves. As a young person I want to see Labour try to convince me, show me they stand for things, show me they are a party I can put my faith and trust in.","['74_168690875527385179', '81_168690875527385179']",Same,2,
19August2021,2,12,4,21,AudienceMember 20210819QT11,Would a Labour defeat in Hartlepool and elsewhere in the red wall areas mean curtains for Keir?,Would a Labour defeat in Hartlepool and elsewhere in the red wall areas mean curtains for Keir Starmer?,Hugh Osmond,"I would like to see the opposition -- I would like to see the government do it, but I would like to see the opposition who have stood up for those younger people trying to make their way in life, I would like to see somebody stand up for them. I think that's what Labour failed to do. At no point have they said: We stand for these people who have lost out.","I would like to see the opposition -- I would like to see the government do it, but I would like to see the opposition who have stood up for those younger people trying to make their way in life, I would like to see somebody stand up for them. I think that's what Labour failed to do. At no point have they said: We stand for these people who have lost out.","['2_168690882288407068', '7_168690882288407068', '19_168690882288407068', '39_168690882288407068', '58_168690882288407068']",Same,3,
19August2021,3,22,1,23,AudienceMember 20210819QT18, Should pubs and restaurants be able to fully open now?,At the moment only 40 percent of hospitality venues are able to open. Should pubs and restaurants be able to fully open now or should we wait until 17 May?,Hugh Osmond,"We were seeking a judicial review of the decision to delay opening of hospitality. As I say, unfortunately, after an unexplained two-week delay from the court, the judgment was that it was academic because it wouldn't make a difference before 17 May. I can tell you, it's absolutely not academic for the 3 million people who work in hospitality.","We were seeking a judicial review of the decision to delay opening of hospitality. As I say, unfortunately, after an unexplained two-week delay from the court, the judgment was that it was academic because it wouldn't make a difference before 17 May. I can tell you, it's absolutely not academic for the 3 million people who work in hospitality.","['14_168690884213653561', '21_168690884213653561', '26_168690884213653561', '31_168690884213653561']",Same,2,
19August2021,3,22,2,23,AudienceMember 20210819QT18, Should pubs and restaurants be able to fully open now?,At the moment only 40 percent of hospitality venues are able to open. Should pubs and restaurants be able to fully open now or should we wait until 17 May?,Hugh Osmond,"I cannot see why hospitality is not open. It is an immense disappointment for an industry that spent a huge amount responding to COVID, lost a huge amount. We employ 3 million people, mainly under 25. They need to get back to work. It is a disgrace. The data and science have at no point supported the government on this.","I cannot see why hospitality is not open. It is an immense disappointment for an industry that spent a huge amount responding to COVID, lost a huge amount. We employ 3 million people, mainly under 25. They need to get back to work. It is a disgrace. The data and science have at no point supported the government on this.","['66_168690884213653561', '71_168690884213653561', '76_168690884213653561', '81_168690884213653561', '86_168690884213653561', '91_168690884213653561', '96_168690884213653561']",Same,1,
19August2021,3,22,3,26,AudienceMember 20210819QT19, Should pubs and restaurants be able to fully open now?,At the moment only 40 percent of hospitality venues are able to open. Should pubs and restaurants be able to fully open now or should we wait until 17 May?,Robert Jenrick,We're spending billions of pounds getting high streets and town centres up and running as well. We are doing everything we can to support those businesses through a very challenging period. But it would be doing the country a disservice at this stage to rush rather than waiting a little bit longer.,We're spending billions of pounds getting high streets and town centres up and running as well. We are doing everything we can to support those businesses through a very challenging period. But it would be doing the country a disservice at this stage to rush rather than waiting a little bit longer.,"['7_168690887078116011', '14_168690887078116011', '34_168690887078116011']",Different,1,
19August2021,3,22,4,26,AudienceMember 20210819QT20, Should pubs and restaurants be able to fully open now?,At the moment only 40 percent of hospitality venues are able to open. Should pubs and restaurants be able to fully open now or should we wait until 17 May?,Thangam Debbonaire,"I don't have access to the information, but I think it is better if we had been driven by data. That would have helped the hospitality industry.","I don't have access to the information, but I think it is better if we had been driven by data. That would have helped the hospitality industry.","['126_168690887078116011', '133_168690887078116011', '140_168690887078116011']",Different,2,
19August2021,3,22,5,31,AudienceMember 20210819QT22, Should pubs and restaurants be able to fully open now?,At the moment only 40 percent of hospitality venues are able to open. Should pubs and restaurants be able to fully open now or should we wait until 17 May?,Deborah Frances-White,"I don't know because I'm getting my information from this government and they are the absolute worse. I wish I knew. But I look at Australia, at New Zealand, I say it could have been done and it could have been different.","I don't know because I'm getting my information from this government and they are the absolute worse. I wish I knew. But I look at Australia, at New Zealand, I say it could have been done and it could have been different.","['94_165764731803976758', '105_165764731803976758', '116_165764731803976758', '129_165764731803976758']",Same,3,
19August2021,4,33,1,33,AudienceMember 20210819QT20,Do you think that the pitch invasions by the fans at Manchester United will contribute to a change of power towards fans or will they ultimately be ignored?,Do you think that the pitch invasions by the fans at Manchester United will contribute to a change of power towards fans or will they ultimately be ignored? Should fans have more power?,Robert Jenrick,I think fans absolutely should do. We're doing a review led by Tracy Crouch who people will know is one of the most independent-minded members of Parliament. She has been thinking about this for a long time. I've got confidence the government will take forward the proposals. We need now a shift in the fundamental power dynamic in the game away from big billionaires back to the fans.,I think fans absolutely should do. We're doing a review led by Tracy Crouch who people will know is one of the most independent-minded members of Parliament. She has been thinking about this for a long time. I've got confidence the government will take forward the proposals. We need now a shift in the fundamental power dynamic in the game away from big billionaires back to the fans.,"['59_166500576511577438', '70_166500576511577438', '76_166500576511577438', '84_166500576511577438', '90_166500576511577438', '96_166500576511577438']",Same,3,
19August2021,4,33,2,34,AudienceMember 20210819QT21,Do you think that the pitch invasions by the fans at Manchester United will contribute to a change of power towards fans or will they ultimately be ignored?,Do you think that the pitch invasions by the fans at Manchester United will contribute to a change of power towards fans or will they ultimately be ignored? Should fans have more power?,Thangam Debbonaire,"I'm glad that the government has heeded the call of my colleague, the Shadow Minister of Sport. We have been calling for many a long year for fans to be in charge of what happens in their clubs, as they are in other countries. I think we need to see this followed through now, not just a convenient sound-bite at election time. It has to be followed through.","I'm glad that the government has heeded the call of my colleague, the Shadow Minister of Sport. We have been calling for many a long year for fans to be in charge of what happens in their clubs, as they are in other countries. I think we need to see this followed through now, not just a convenient sound-bite at election time. It has to be followed through.","['42_168690894757000173', '47_168690894757000173', '52_168690894757000173', '57_168690894757000173', '62_168690894757000173']",Same,1,
19August2021,4,33,3,35,AudienceMember 20210819QT22,Do you think that the pitch invasions by the fans at Manchester United will contribute to a change of power towards fans or will they ultimately be ignored?,Do you think that the pitch invasions by the fans at Manchester United will contribute to a change of power towards fans or will they ultimately be ignored? Should fans have more power?,AudienceMember 20210819QT20,"This has become a much more important source of income for all these clubs than the fans themselves. In a sense, something like this was always bound to happen. I think it is good that it has come to a head now because the -- you know, the people, both the players, the managers, the owners of these clubs, they need always to remember that ultimately they are dependent on the fans.","This [media and sponsorship rights] has become a much more important source of income for all these clubs than the fans themselves. In a sense, something like this was always bound to happen. I think it is good that it has come to a head now because the -- you know, the people, both the players, the managers, the owners of these clubs, they need always to remember that ultimately they are dependent on the fans.","['13_168690895710119776', '18_168690895710119776', '23_168690895710119776', '28_168690895710119776']",Same,2,
19August2021,4,33,4,36,AudienceMember 20210819QT23,Do you think that the pitch invasions by the fans at Manchester United will contribute to a change of power towards fans or will they ultimately be ignored?,Do you think that the pitch invasions by the fans at Manchester United will contribute to a change of power towards fans or will they ultimately be ignored? Should fans have more power?,AudienceMember 20210819QT23,"I'm not a football fan but I certainly celebrate any shift of power to the people. What shocked me was hearing the Prime Minister say that he understood that anger. Boris, doesn't he understand the anger behind the Me Too movement or even the anger over the Northern Ireland protocol? I am shocked that he didn't just blank it, disapprove of the violence.","I'm not a football fan but I certainly celebrate any shift of power to the people. What shocked me was hearing the Prime Minister say that he understood that anger. Boris, doesn't he understand the anger behind the Me Too movement or even the anger over the Northern Ireland protocol? I am shocked that he didn't just blank it, disapprove of the violence.","['32_168690896669802792', '39_168690896669802792', '46_168690896669802792', '60_168690896669802792', '75_168690896669802792', '82_168690896669802792']",Same,4,
19August2021,4,33,6,38,AudienceMember 20210819QT25,Do you think that the pitch invasions by the fans at Manchester United will contribute to a change of power towards fans or will they ultimately be ignored?,Do you think that the pitch invasions by the fans at Manchester United will contribute to a change of power towards fans or will they ultimately be ignored? Should fans have more power?,Deborah Frances-White,"I understand how important football is to people. It really, really is. I'm not saying that the NHS and housing and schooling is as important as football because I don't want hate Tweets. But it is up there, surely. Wouldn't it be great if people were as engaged or more engaged about those things because it clearly works. ","I understand how important football is to people. It really, really is. I'm not saying that the NHS and housing and schooling is as important as football because I don't want hate Tweets. But it is up there, surely. Wouldn't it be great if people were as engaged or more engaged about those things because it clearly works. ","['2_168690898585805007', '7_168690898585805007', '14_168690898585805007', '25_168690898585805007']",Same,5,
5August2021,1,3,1,1,Fiona Bruce,Is the EU being difficult or the Government having signed up to something that it didn't understand?,Exports of sausages and other chilled meat from Britain to Northern Ireland will effectively be banned at the end of this month because they are not coming from within the EU. Is the EU being difficult or the Government having signed up to something that it didn't understand?,Lucy Powell,The issue is that the Northern Ireland protocol is a direct consequence of the type of Brexit that Boris Johnson and this government wanted to have. They didn't want to be part of the Customs Union or the single market or the other options and they don't want to align on food standards and veterinary standards,The issue is that the Northern Ireland protocol is a direct consequence of the type of Brexit that Boris Johnson and this government wanted to have. They didn't want to be part of the Customs Union or the single market or the other options and they don't want to align on food standards and veterinary standards,"['16_165590867244387041', '27_165590867244387041', '34_165590867244387041', '41_165590867244387041', '48_165590867244387041']",Same,1,
5August2021,1,3,2,"4,5",Fiona Bruce,Is the EU being difficult or the Government having signed up to something that it didn't understand?,Exports of sausages and other chilled meat from Britain to Northern Ireland will effectively be banned at the end of this month because they are not coming from within the EU. Is the EU being difficult or the Government having signed up to something that it didn't understand?,Yanis Varoufakis,"You cannot simultaneously have a regulatory divergence, no border within Ireland, and no border down the Irish Sea. You can have two of the three. You cannot have all three bodies. At the very same time, the European Union has been misbehaving, on the one hand yes, they have the legal right to inspect every great British banger that travels across the Irish Sea, but to do this, is an abuse of their legal right.","You cannot simultaneously have a regulatory divergence, no border within Ireland, and no border down the Irish Sea. You can have two of the three. You cannot have all three bodies. At the very same time, the European Union has been misbehaving, on the one hand yes, they have the legal right to inspect every great British banger that travels across the Irish Sea, but to do this, is an abuse of their legal right.",,Same,3,
